Table with column headers in rows 3 and 4,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Median Household Income,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
29,095,MO,Jackson County,"92,796","84,525","101,067",13.1,11.9,14.3,"63,282","61,467","65,097"
29,097,MO,Jasper County,"20,272","17,842","22,702",16.8,14.8,18.8,"51,936","48,320","55,552"
29,099,MO,Jefferson County,"19,654","16,397","22,911",8.7,7.3,10.1,"68,959","64,470","73,448"
29,101,MO,Johnson County,"5,895","4,568","7,222",11.7,9.1,14.3,"59,146","53,358","64,934"
29,103,MO,Knox County,642,499,785,17.1,13.3,20.9,"45,464","40,254","50,674"
29,105,MO,Laclede County,"5,599","4,463","6,735",15.7,12.5,18.9,"46,405","41,311","51,499"
29,107,MO,Lafayette County,"3,372","2,629","4,115",10.5,8.2,12.8,"68,142","62,209","74,075"
29,109,MO,Lawrence County,"5,485","4,375","6,595",14.6,11.7,17.5,"51,385","45,843","56,927"
29,111,MO,Lewis County,"1,383","1,086","1,680",14.9,11.7,18.1,"47,136","42,422","51,850"
29,113,MO,Lincoln County,"5,657","4,533","6,781",9.3,7.5,11.1,"76,182","74,167","78,197"
29,115,MO,Linn County,"1,716","1,341","2,091",14.7,11.5,17.9,"49,490","45,572","53,408"
29,117,MO,Livingston County,"1,867","1,452","2,282",13.8,10.7,16.9,"51,789","46,094","57,484"
29,119,MO,McDonald County,"4,129","3,288","4,970",17.8,14.2,21.4,"41,784","37,347","46,221"
29,121,MO,Macon County,"2,042","1,617","2,467",13.7,10.8,16.6,"49,295","44,216","54,374"
29,123,MO,Madison County,"1,727","1,255","2,199",13.9,10.1,17.7,"46,428","41,411","51,445"
29,125,MO,Maries County,941,705,"1,177",11.3,8.5,14.1,"52,560","46,471","58,649"
29,127,MO,Marion County,"3,760","3,047","4,473",13.8,11.2,16.4,"54,542","50,863","58,221"
29,129,MO,Mercer County,448,338,558,13.0,9.8,16.2,"49,815","44,067","55,563"
29,131,MO,Miller County,"3,696","2,994","4,398",15.0,12.1,17.9,"47,185","42,021","52,349"
29,133,MO,Mississippi County,"2,593","1,984","3,202",23.2,17.8,28.6,"38,559","34,395","42,723"
29,135,MO,Moniteau County,"1,658","1,297","2,019",11.4,8.9,13.9,"56,419","51,490","61,348"
29,137,MO,Monroe County,"1,288","1,065","1,511",15.0,12.4,17.6,"52,079","45,719","58,439"
29,139,MO,Montgomery County,"1,460","1,140","1,780",13.2,10.3,16.1,"52,818","46,996","58,640"
29,141,MO,Morgan County,"3,710","2,983","4,437",17.6,14.1,21.1,"50,410","44,681","56,139"
29,143,MO,New Madrid County,"3,467","2,811","4,123",22.1,17.9,26.3,"39,778","35,694","43,862"
29,145,MO,Newton County,"8,784","7,320","10,248",15.1,12.6,17.6,"58,832","54,544","63,120"
29,147,MO,Nodaway County,"2,725","2,146","3,304",15.2,12.0,18.4,"49,751","44,132","55,370"
29,149,MO,Oregon County,"1,807","1,418","2,196",21.2,16.6,25.8,"37,898","33,247","42,549"
29,151,MO,Osage County,"1,093",836,"1,350",8.4,6.4,10.4,"67,603","61,032","74,174"
29,153,MO,Ozark County,"1,780","1,393","2,167",20.4,16.0,24.8,"41,194","36,375","46,013"
29,155,MO,Pemiscot County,"3,568","2,772","4,364",23.7,18.4,29.0,"36,828","33,710","39,946"
29,157,MO,Perry County,"1,890","1,445","2,335",10.1,7.7,12.5,"56,788","50,404","63,172"
29,159,MO,Pettis County,"6,810","5,666","7,954",16.1,13.4,18.8,"49,333","44,999","53,667"
29,161,MO,Phelps County,"7,607","6,238","8,976",18.1,14.8,21.4,"49,346","43,820","54,872"
29,163,MO,Pike County,"2,692","2,101","3,283",16.6,13.0,20.2,"51,699","45,410","57,988"
29,165,MO,Platte County,"7,464","6,196","8,732",6.9,5.7,8.1,"86,720","81,320","92,120"
29,167,MO,Polk County,"4,694","3,769","5,619",15.3,12.3,18.3,"53,856","49,356","58,356"
29,169,MO,Pulaski County,"5,522","4,354","6,690",12.7,10.0,15.4,"58,046","52,046","64,046"
29,171,MO,Putnam County,669,511,827,14.4,11.0,17.8,"46,774","42,173","51,375"
29,173,MO,Ralls County,"1,006",783,"1,229",9.8,7.6,12.0,"61,239","55,068","67,410"
29,175,MO,Randolph County,"3,439","2,710","4,168",15.3,12.1,18.5,"48,560","43,037","54,083"
29,177,MO,Ray County,"2,361","1,908","2,814",10.4,8.4,12.4,"68,609","62,905","74,313"
29,179,MO,Reynolds County,984,713,"1,255",16.4,11.9,20.9,"42,611","39,113","46,109"
29,181,MO,Ripley County,"2,457","1,990","2,924",23.4,19.0,27.8,"37,865","33,315","42,415"
29,183,MO,St. Charles County,"21,239","17,666","24,812",5.3,4.4,6.2,"92,029","88,325","95,733"
29,185,MO,St. Clair County,"1,675","1,307","2,043",18.2,14.2,22.2,"41,754","37,844","45,664"
29,186,MO,Ste. Genevieve County,"1,885","1,463","2,307",10.3,8.0,12.6,"63,729","57,269","70,189"
29,187,MO,St. Francois County,"11,027","9,109","12,945",18.0,14.9,21.1,"48,557","43,142","53,972"
29,189,MO,St. Louis County,"102,288","94,501","110,075",10.5,9.7,11.3,"72,507","70,701","74,313"
29,195,MO,Saline County,"3,004","2,297","3,711",13.7,10.5,16.9,"51,994","47,219","56,769"
29,197,MO,Schuyler County,518,388,648,13.1,9.8,16.4,"49,163","43,631","54,695"
29,199,MO,Scotland County,653,505,801,14.2,11.0,17.4,"48,665","42,982","54,348"
29,201,MO,Scott County,"5,909","4,744","7,074",15.9,12.8,19.0,"49,257","44,086","54,428"
29,203,MO,Shannon County,"1,517","1,174","1,860",21.5,16.6,26.4,"36,683","32,220","41,146"
29,205,MO,Shelby County,827,635,"1,019",14.3,11.0,17.6,"50,838","44,798","56,878"
29,207,MO,Stoddard County,"5,028","4,194","5,862",17.9,14.9,20.9,"46,818","42,426","51,210"
29,209,MO,Stone County,"4,554","3,657","5,451",14.6,11.7,17.5,"53,039","48,861","57,217"
29,211,MO,Sullivan County,943,737,"1,149",16.1,12.6,19.6,"46,864","42,822","50,906"
29,213,MO,Taney County,"8,531","7,079","9,983",15.6,12.9,18.3,"47,210","42,235","52,185"
29,215,MO,Texas County,"5,146","4,209","6,083",22.0,18.0,26.0,"41,483","37,200","45,766"
29,217,MO,Vernon County,"3,648","3,055","4,241",19.3,16.2,22.4,"48,273","43,395","53,151"
29,219,MO,Warren County,"2,850","2,097","3,603",7.9,5.8,10.0,"71,073","63,534","78,612"
29,221,MO,Washington County,"4,355","3,374","5,336",19.4,15.0,23.8,"44,063","38,868","49,258"
29,223,MO,Wayne County,"2,157","1,677","2,637",20.0,15.6,24.4,"41,271","36,869","45,673"
29,225,MO,Webster County,"5,857","4,744","6,970",15.0,12.1,17.9,"59,303","56,427","62,179"
29,227,MO,Worth County,271,205,337,14.0,10.6,17.4,"45,477","39,986","50,968"
29,229,MO,Wright County,"3,636","2,895","4,377",19.8,15.8,23.8,"41,748","36,915","46,581"
29,510,MO,St. Louis city,"60,908","53,950","67,866",21.5,19.0,24.0,"49,246","47,072","51,420"
30,000,MT,Montana,"129,910","124,852","134,968",12.0,11.5,12.5,"63,357","61,990","64,724"
30,001,MT,Beaverhead County,"1,158",885,"1,431",12.7,9.7,15.7,"53,776","48,444","59,108"
30,003,MT,Big Horn County,"3,293","2,662","3,924",25.7,20.8,30.6,"47,179","42,524","51,834"
30,005,MT,Blaine County,"1,302",978,"1,626",18.9,14.2,23.6,"46,335","40,743","51,927"
30,007,MT,Broadwater County,620,464,776,8.6,6.4,10.8,"66,307","58,112","74,502"
30,009,MT,Carbon County,998,747,"1,249",9.2,6.9,11.5,"62,841","56,041","69,641"
30,011,MT,Carter County,185,137,233,13.1,9.7,16.5,"52,116","45,610","58,622"
30,013,MT,Cascade County,"10,709","8,954","12,464",13.0,10.9,15.1,"57,085","53,066","61,104"
30,015,MT,Chouteau County,843,636,"1,050",14.4,10.9,17.9,"51,113","45,076","57,150"
30,017,MT,Custer County,"1,513","1,207","1,819",13.2,10.5,15.9,"54,913","50,325","59,501"
30,019,MT,Daniels County,184,140,228,11.2,8.5,13.9,"52,852","46,443","59,261"
30,021,MT,Dawson County,940,690,"1,190",11.2,8.2,14.2,"70,252","66,662","73,842"
30,023,MT,Deer Lodge County,"1,292","1,017","1,567",14.6,11.5,17.7,"45,725","41,950","49,500"
30,025,MT,Fallon County,266,199,333,8.9,6.7,11.1,"63,793","55,748","71,838"
30,027,MT,Fergus County,"1,359","1,033","1,685",12.0,9.1,14.9,"54,823","48,276","61,370"
30,029,MT,Flathead County,"10,183","8,074","12,292",9.5,7.5,11.5,"65,835","62,778","68,892"
30,031,MT,Gallatin County,"10,517","8,933","12,101",8.8,7.5,10.1,"78,910","72,690","85,130"
30,033,MT,Garfield County,179,135,223,14.8,11.1,18.5,"49,898","43,683","56,113"
30,035,MT,Glacier County,"3,331","2,646","4,016",24.6,19.5,29.7,"44,777","39,667","49,887"
30,037,MT,Golden Valley County,134,100,168,16.6,12.4,20.8,"43,820","38,458","49,182"
30,039,MT,Granite County,389,293,485,11.7,8.8,14.6,"52,984","46,439","59,529"
30,041,MT,Hill County,"2,670","2,118","3,222",16.9,13.4,20.4,"54,377","49,285","59,469"
30,043,MT,Jefferson County,913,683,"1,143",7.4,5.5,9.3,"68,128","61,200","75,056"
30,045,MT,Judith Basin County,308,232,384,15.1,11.4,18.8,"51,392","45,293","57,491"
30,047,MT,Lake County,"5,450","4,516","6,384",17.2,14.3,20.1,"50,978","45,884","56,072"
30,049,MT,Lewis and Clark County,"6,389","4,976","7,802",9.0,7.0,11.0,"67,702","62,241","73,163"
30,051,MT,Liberty County,303,228,378,16.1,12.1,20.1,"49,277","43,125","55,429"
30,053,MT,Lincoln County,"3,409","2,641","4,177",16.8,13.0,20.6,"48,156","42,982","53,330"
30,055,MT,McCone County,236,175,297,13.9,10.3,17.5,"51,881","45,723","58,039"
30,057,MT,Madison County,808,611,"1,005",9.1,6.9,11.3,"62,516","56,604","68,428"
30,059,MT,Meagher County,292,218,366,15.3,11.4,19.2,"45,391","40,082","50,700"
30,061,MT,Mineral County,683,520,846,14.2,10.8,17.6,"50,327","44,758","55,896"
30,063,MT,Missoula County,"15,043","12,906","17,180",12.9,11.1,14.7,"65,682","62,186","69,178"
30,065,MT,Musselshell County,766,587,945,15.8,12.1,19.5,"54,003","49,956","58,050"
30,067,MT,Park County,"1,717","1,319","2,115",9.9,7.6,12.2,"59,113","53,242","64,984"
30,069,MT,Petroleum County,67,50,84,12.9,9.6,16.2,"48,141","42,101","54,181"
30,071,MT,Phillips County,600,439,761,14.5,10.6,18.4,"53,626","47,602","59,650"
30,073,MT,Pondera County,990,760,"1,220",17.0,13.1,20.9,"47,900","42,225","53,575"
30,075,MT,Powder River County,184,141,227,11.1,8.5,13.7,"52,298","45,733","58,863"
30,077,MT,Powell County,891,654,"1,128",16.9,12.4,21.4,"47,687","42,199","53,175"
30,079,MT,Prairie County,146,112,180,13.7,10.5,16.9,"46,328","41,064","51,592"
30,081,MT,Ravalli County,"4,323","3,207","5,439",9.5,7.1,11.9,"60,030","53,803","66,257"
30,083,MT,Richland County,"1,022",775,"1,269",9.1,6.9,11.3,"63,148","56,942","69,354"
30,085,MT,Roosevelt County,"2,692","2,141","3,243",25.3,20.1,30.5,"47,266","42,781","51,751"
30,087,MT,Rosebud County,"1,419","1,113","1,725",17.6,13.8,21.4,"61,331","53,791","68,871"
30,089,MT,Sanders County,"1,883","1,439","2,327",14.7,11.2,18.2,"50,270","45,243","55,297"
30,091,MT,Sheridan County,409,311,507,11.8,9.0,14.6,"56,095","49,259","62,931"
30,093,MT,Silver Bow County,"4,471","3,444","5,498",13.0,10.0,16.0,"52,495","47,201","57,789"
30,095,MT,Stillwater County,731,554,908,8.1,6.1,10.1,"75,820","67,093","84,547"
30,097,MT,Sweet Grass County,356,266,446,9.7,7.3,12.1,"61,454","53,904","69,004"
30,099,MT,Teton County,765,577,953,12.5,9.4,15.6,"59,787","54,275","65,299"
30,101,MT,Toole County,641,469,813,14.6,10.7,18.5,"49,297","43,821","54,773"
30,103,MT,Treasure County,93,70,116,12.1,9.1,15.1,"58,275","51,247","65,303"
30,105,MT,Valley County,877,664,"1,090",11.8,8.9,14.7,"55,338","48,646","62,030"
30,107,MT,Wheatland County,346,259,433,17.2,12.9,21.5,"42,431","37,294","47,568"
30,109,MT,Wibaux County,101,75,127,11.1,8.3,13.9,"51,924","45,430","58,418"
30,111,MT,Yellowstone County,"18,523","15,935","21,111",11.3,9.7,12.9,"69,182","65,335","73,029"
31,000,NE,Nebraska,"201,627","194,607","208,647",10.5,10.1,10.9,"66,949","65,911","67,987"
31,001,NE,Adams County,"3,501","2,879","4,123",11.7,9.6,13.8,"57,136","51,413","62,859"
31,003,NE,Antelope County,625,466,784,10.0,7.5,12.5,"57,413","52,877","61,949"
31,005,NE,Arthur County,57,43,71,13.0,9.7,16.3,"58,677","52,290","65,064"
31,007,NE,Banner County,71,53,89,10.3,7.7,12.9,"59,863","52,451","67,275"
31,009,NE,Blaine County,63,48,78,13.7,10.3,17.1,"53,541","47,160","59,922"
31,011,NE,Boone County,506,392,620,9.6,7.4,11.8,"64,705","58,104","71,306"
31,013,NE,Box Butte County,"1,176",904,"1,448",11.2,8.6,13.8,"65,493","58,657","72,329"
31,015,NE,Boyd County,248,190,306,14.1,10.8,17.4,"51,107","49,599","52,615"
31,017,NE,Brown County,315,237,393,10.9,8.2,13.6,"52,738","46,418","59,058"
31,019,NE,Buffalo County,"5,163","4,258","6,068",10.7,8.8,12.6,"65,721","60,317","71,125"
31,021,NE,Burt County,661,509,813,10.0,7.7,12.3,"61,317","54,829","67,805"
31,023,NE,Butler County,686,535,837,8.3,6.5,10.1,"66,416","59,131","73,701"
31,025,NE,Cass County,"1,708","1,351","2,065",6.4,5.1,7.7,"77,771","69,015","86,527"
31,027,NE,Cedar County,652,491,813,7.9,5.9,9.9,"64,037","57,976","70,098"
31,029,NE,Chase County,330,249,411,8.8,6.6,11.0,"59,492","52,684","66,300"
31,031,NE,Cherry County,601,452,750,11.1,8.3,13.9,"53,533","46,886","60,180"
31,033,NE,Cheyenne County,"1,127",877,"1,377",11.9,9.3,14.5,"54,772","48,595","60,949"
31,035,NE,Clay County,595,464,726,9.9,7.7,12.1,"64,315","57,803","70,827"
31,037,NE,Colfax County,861,633,"1,089",8.3,6.1,10.5,"69,498","62,414","76,582"
31,039,NE,Cuming County,758,576,940,8.5,6.5,10.5,"66,165","59,354","72,976"
31,041,NE,Custer County,"1,100",838,"1,362",10.6,8.1,13.1,"56,531","50,391","62,671"
31,043,NE,Dakota County,"2,181","1,635","2,727",10.4,7.8,13.0,"64,231","57,085","71,377"
31,045,NE,Dawes County,"1,144",865,"1,423",15.3,11.6,19.0,"50,905","44,644","57,166"
31,047,NE,Dawson County,"2,528","2,006","3,050",10.7,8.5,12.9,"61,817","56,209","67,425"
31,049,NE,Deuel County,207,157,257,11.1,8.4,13.8,"51,583","45,359","57,807"
31,051,NE,Dixon County,438,333,543,8.0,6.1,9.9,"64,943","59,381","70,505"
31,053,NE,Dodge County,"3,817","3,102","4,532",10.6,8.6,12.6,"59,872","53,804","65,940"
31,055,NE,Douglas County,"67,277","62,101","72,453",11.7,10.8,12.6,"69,475","66,992","71,958"
31,057,NE,Dundy County,225,174,276,13.9,10.8,17.0,"52,916","46,509","59,323"
31,059,NE,Fillmore County,478,369,587,8.9,6.9,10.9,"65,739","59,785","71,693"
31,061,NE,Franklin County,375,293,457,13.0,10.2,15.8,"54,192","47,835","60,549"
31,063,NE,Frontier County,293,220,366,12.0,9.0,15.0,"53,735","47,788","59,682"
31,065,NE,Furnas County,540,416,664,11.9,9.2,14.6,"54,308","48,068","60,548"
31,067,NE,Gage County,"2,556","2,103","3,009",12.0,9.9,14.1,"56,261","50,925","61,597"
31,069,NE,Garden County,274,206,342,15.0,11.3,18.7,"53,240","49,412","57,068"
31,071,NE,Garfield County,203,153,253,11.3,8.5,14.1,"51,055","45,056","57,054"
31,073,NE,Gosper County,155,118,192,8.6,6.5,10.7,"67,263","59,294","75,232"
31,075,NE,Grant County,58,44,72,10.0,7.5,12.5,"64,244","56,315","72,173"
31,077,NE,Greeley County,277,221,333,13.0,10.4,15.6,"53,225","46,874","59,576"
31,079,NE,Hall County,"7,341","6,031","8,651",12.0,9.9,14.1,"60,751","56,304","65,198"
31,081,NE,Hamilton County,618,457,779,6.7,5.0,8.4,"73,024","64,306","81,742"
31,083,NE,Harlan County,296,222,370,9.7,7.3,12.1,"58,928","52,400","65,456"
31,085,NE,Hayes County,118,89,147,14.0,10.5,17.5,"57,060","49,802","64,318"
31,087,NE,Hitchcock County,339,256,422,13.2,10.0,16.4,"50,300","44,225","56,375"
31,089,NE,Holt County,"1,081",824,"1,338",10.9,8.3,13.5,"61,415","56,260","66,570"
31,091,NE,Hooker County,50,37,63,7.0,5.2,8.8,"52,254","45,714","58,794"
31,093,NE,Howard County,525,379,671,8.1,5.8,10.4,"70,906","65,614","76,198"
31,095,NE,Jefferson County,686,516,856,9.7,7.3,12.1,"57,098","50,509","63,687"
31,097,NE,Johnson County,564,419,709,13.3,9.9,16.7,"50,886","44,844","56,928"
31,099,NE,Kearney County,509,383,635,7.7,5.8,9.6,"72,694","65,463","79,925"
31,101,NE,Keith County,951,735,"1,167",11.6,9.0,14.2,"53,637","47,313","59,961"
31,103,NE,Keya Paha County,152,114,190,19.3,14.4,24.2,"49,421","43,440","55,402"
31,105,NE,Kimball County,401,302,500,11.9,8.9,14.9,"52,460","46,104","58,816"
31,107,NE,Knox County,"1,009",785,"1,233",12.3,9.6,15.0,"54,189","47,937","60,441"
31,109,NE,Lancaster County,"37,132","33,078","41,186",12.0,10.7,13.3,"65,436","62,633","68,239"
31,111,NE,Lincoln County,"3,729","2,972","4,486",11.1,8.8,13.4,"61,702","56,193","67,211"
31,113,NE,Logan County,68,52,84,9.9,7.5,12.3,"61,004","54,648","67,360"
31,115,NE,Loup County,94,70,118,15.6,11.7,19.5,"53,369","46,503","60,235"
31,117,NE,McPherson County,43,32,54,11.4,8.5,14.3,"54,138","47,338","60,938"
31,119,NE,Madison County,"3,316","2,530","4,102",9.7,7.4,12.0,"61,263","54,934","67,592"
31,121,NE,Merrick County,678,513,843,9.0,6.8,11.2,"64,309","57,555","71,063"
31,123,NE,Morrill County,610,460,760,13.5,10.2,16.8,"52,933","46,640","59,226"
31,125,NE,Nance County,348,268,428,10.5,8.1,12.9,"56,880","49,918","63,842"
31,127,NE,Nemaha County,754,573,935,11.5,8.8,14.2,"56,658","50,506","62,810"
31,129,NE,Nuckolls County,398,297,499,9.9,7.4,12.4,"59,602","53,820","65,384"
31,131,NE,Otoe County,"1,458","1,144","1,772",9.3,7.3,11.3,"67,595","59,989","75,201"
31,133,NE,Pawnee County,312,238,386,12.4,9.5,15.3,"50,501","44,587","56,415"
31,135,NE,Perkins County,264,197,331,9.4,7.0,11.8,"61,156","53,810","68,502"
31,137,NE,Phelps County,768,580,956,8.8,6.6,11.0,"66,986","59,912","74,060"
31,139,NE,Pierce County,726,573,879,10.1,8.0,12.2,"64,607","58,245","70,969"
31,141,NE,Platte County,"2,619","2,005","3,233",7.8,6.0,9.6,"70,177","63,351","77,003"
31,143,NE,Polk County,338,250,426,6.6,4.9,8.3,"69,503","61,661","77,345"
31,145,NE,Red Willow County,"1,120",861,"1,379",10.9,8.4,13.4,"63,958","58,373","69,543"
31,147,NE,Richardson County,866,650,"1,082",11.4,8.6,14.2,"54,044","47,648","60,440"
31,149,NE,Rock County,175,133,217,14.0,10.7,17.3,"53,120","46,540","59,700"
31,151,NE,Saline County,"1,343","1,053","1,633",10.1,7.9,12.3,"63,187","55,815","70,559"
31,153,NE,Sarpy County,"10,533","8,678","12,388",5.5,4.5,6.5,"88,913","84,088","93,738"
31,155,NE,Saunders County,"1,626","1,276","1,976",7.3,5.7,8.9,"78,689","71,949","85,429"
31,157,NE,Scotts Bluff County,"4,773","3,756","5,790",13.6,10.7,16.5,"53,206","47,395","59,017"
31,159,NE,Seward County,"1,281","1,028","1,534",7.8,6.3,9.3,"75,305","67,963","82,647"
31,161,NE,Sheridan County,664,496,832,13.3,9.9,16.7,"47,543","43,603","51,483"
31,163,NE,Sherman County,323,243,403,11.1,8.4,13.8,"54,771","48,564","60,978"
31,165,NE,Sioux County,177,134,220,15.5,11.8,19.2,"46,834","44,954","48,714"
31,167,NE,Stanton County,412,311,513,7.1,5.4,8.8,"71,709","65,177","78,241"
31,169,NE,Thayer County,431,317,545,8.9,6.6,11.2,"56,626","51,051","62,201"
31,171,NE,Thomas County,79,59,99,11.8,8.8,14.8,"53,019","46,841","59,197"
31,173,NE,Thurston County,"1,247",943,"1,551",19.0,14.4,23.6,"52,202","47,194","57,210"
31,175,NE,Valley County,462,346,578,11.4,8.5,14.3,"52,336","47,689","56,983"
31,177,NE,Washington County,"1,303","1,008","1,598",6.3,4.9,7.7,"100,572","95,105","106,039"
31,179,NE,Wayne County,"1,081",847,"1,315",12.5,9.8,15.2,"59,787","52,511","67,063"
31,181,NE,Webster County,376,286,466,11.4,8.7,14.1,"58,161","53,711","62,611"
31,183,NE,Wheeler County,89,66,112,11.2,8.3,14.1,"50,850","44,537","57,163"
31,185,NE,York County,"1,143",847,"1,439",8.5,6.3,10.7,"64,531","57,689","71,373"
32,000,NV,Nevada,"433,095","420,882","445,308",14.0,13.6,14.4,"66,194","65,202","67,186"
32,001,NV,Churchill County,"2,636","2,041","3,231",10.4,8.1,12.7,"67,716","60,560","74,872"
32,003,NV,Clark County,"341,367","328,518","354,216",15.1,14.5,15.7,"63,735","62,435","65,035"
32,005,NV,Douglas County,"3,991","3,206","4,776",8.0,6.4,9.6,"74,053","67,720","80,386"
32,007,NV,Elko County,"5,156","4,142","6,170",9.7,7.8,11.6,"81,466","72,495","90,437"
32,009,NV,Esmeralda County,108,81,135,14.5,10.9,18.1,"53,509","47,004","60,014"
32,011,NV,Eureka County,190,143,237,10.0,7.5,12.5,"80,084","70,051","90,117"
32,013,NV,Humboldt County,"1,856","1,443","2,269",10.6,8.2,13.0,"77,018","69,429","84,607"
32,015,NV,Lander County,636,482,790,11.0,8.3,13.7,"85,773","75,033","96,513"
32,017,NV,Lincoln County,604,459,749,13.9,10.6,17.2,"64,304","56,468","72,140"
32,019,NV,Lyon County,"5,682","4,496","6,868",9.4,7.4,11.4,"71,547","66,039","77,055"
32,021,NV,Mineral County,791,618,964,17.5,13.7,21.3,"53,515","46,948","60,082"
32,023,NV,Nye County,"7,809","6,329","9,289",14.9,12.1,17.7,"59,282","53,609","64,955"
32,027,NV,Pershing County,919,690,"1,148",18.3,13.7,22.9,"52,412","45,848","58,976"
32,029,NV,Storey County,290,221,359,7.0,5.3,8.7,"79,281","69,533","89,029"
32,031,NV,Washoe County,"53,423","47,840","59,006",11.0,9.9,12.1,"76,123","73,479","78,767"
32,033,NV,White Pine County,"1,042",787,"1,297",12.8,9.7,15.9,"63,070","55,374","70,766"
32,510,NV,Carson City,"6,597","5,237","7,957",11.8,9.4,14.2,"64,869","59,907","69,831"
33,000,NH,New Hampshire,"99,562","94,623","104,501",7.4,7.0,7.8,"88,268","86,293","90,243"
33,001,NH,Belknap County,"4,840","3,771","5,909",7.6,5.9,9.3,"75,781","71,404","80,158"
33,003,NH,Carroll County,"4,039","3,077","5,001",7.9,6.0,9.8,"66,874","59,929","73,819"
33,005,NH,Cheshire County,"7,283","5,952","8,614",9.9,8.1,11.7,"67,883","62,789","72,977"
33,007,NH,Coos County,"3,650","2,795","4,505",12.5,9.6,15.4,"53,602","48,017","59,187"
33,009,NH,Grafton County,"7,288","5,894","8,682",8.6,7.0,10.2,"77,378","71,706","83,050"
33,011,NH,Hillsborough County,"30,217","26,538","33,896",7.3,6.4,8.2,"90,806","87,112","94,500"
33,013,NH,Merrimack County,"12,908","10,951","14,865",8.7,7.4,10.0,"80,842","77,700","83,984"
33,015,NH,Rockingham County,"14,449","11,914","16,984",4.6,3.8,5.4,"104,281","101,013","107,549"
33,017,NH,Strafford County,"10,959","8,974","12,944",8.9,7.3,10.5,"91,928","87,805","96,051"
33,019,NH,Sullivan County,"3,930","3,061","4,799",9.1,7.1,11.1,"64,919","58,420","71,418"
34,000,NJ,New Jersey,"925,852","905,573","946,131",10.2,10.0,10.4,"89,227","88,164","90,290"
34,001,NJ,Atlantic County,"40,786","36,877","44,695",15.1,13.6,16.6,"65,693","62,502","68,884"
34,003,NJ,Bergen County,"70,847","62,191","79,503",7.5,6.6,8.4,"104,777","101,743","107,811"
34,005,NJ,Burlington County,"34,379","29,993","38,765",7.6,6.6,8.6,"94,043","90,944","97,142"
34,007,NJ,Camden County,"62,053","54,803","69,303",12.0,10.6,13.4,"77,675","74,895","80,455"
34,009,NJ,Cape May County,"8,437","6,492","10,382",9.0,6.9,11.1,"74,896","70,489","79,303"
34,011,NJ,Cumberland County,"20,814","16,910","24,718",14.4,11.7,17.1,"58,030","53,738","62,322"
34,013,NJ,Essex County,"126,387","115,439","137,335",15.1,13.8,16.4,"66,191","63,157","69,225"
34,015,NJ,Gloucester County,"23,243","20,118","26,368",7.7,6.7,8.7,"93,783","90,395","97,171"
34,017,NJ,Hudson County,"109,996","100,353","119,639",15.9,14.5,17.3,"79,159","76,316","82,002"
34,019,NJ,Hunterdon County,"5,115","3,982","6,248",4.1,3.2,5.0,"122,095","114,946","129,244"
34,021,NJ,Mercer County,"38,024","32,712","43,336",10.4,8.9,11.9,"86,499","81,482","91,516"
34,023,NJ,Middlesex County,"67,146","60,095","74,197",8.0,7.2,8.8,"98,992","96,570","101,414"
34,025,NJ,Monmouth County,"47,491","41,269","53,713",7.4,6.4,8.4,"107,500","104,018","110,982"
34,027,NJ,Morris County,"28,395","23,974","32,816",5.6,4.7,6.5,"122,525","117,429","127,621"
34,029,NJ,Ocean County,"73,139","64,858","81,420",11.4,10.1,12.7,"75,732","73,525","77,939"
34,031,NJ,Passaic County,"71,951","64,696","79,206",14.1,12.7,15.5,"74,016","70,803","77,229"
34,033,NJ,Salem County,"7,684","6,389","8,979",12.0,10.0,14.0,"69,844","64,838","74,850"
34,035,NJ,Somerset County,"18,705","15,390","22,020",5.5,4.5,6.5,"123,708","117,192","130,224"
34,037,NJ,Sussex County,"8,765","7,189","10,341",6.1,5.0,7.2,"99,695","96,402","102,988"
34,039,NJ,Union County,"52,354","45,565","59,143",9.3,8.1,10.5,"85,926","82,355","89,497"
34,041,NJ,Warren County,"10,140","8,657","11,623",9.3,7.9,10.7,"82,900","75,687","90,113"
35,000,NM,New Mexico,"367,050","354,401","379,699",17.7,17.1,18.3,"54,304","52,878","55,730"
35,001,NM,Bernalillo County,"100,775","91,904","109,646",15.2,13.9,16.5,"59,723","57,298","62,148"
35,003,NM,Catron County,737,545,929,19.8,14.6,25.0,"40,273","35,339","45,207"
35,005,NM,Chaves County,"17,372","15,389","19,355",27.6,24.5,30.7,"45,098","40,099","50,097"
35,006,NM,Cibola County,"6,514","5,010","8,018",26.4,20.3,32.5,"42,862","37,689","48,035"
35,007,NM,Colfax County,"2,245","1,750","2,740",18.8,14.7,22.9,"42,787","37,752","47,822"
35,009,NM,Curry County,"8,797","7,055","10,539",18.9,15.2,22.6,"50,322","45,429","55,215"
35,011,NM,DeBaca County,327,252,402,19.6,15.1,24.1,"40,181","34,962","45,400"
35,013,NM,Dona Ana County,"41,993","35,865","48,121",19.3,16.5,22.1,"46,619","42,487","50,751"
